ssn,name,age,gender,income,health_rating,nChildren,married,purchased
684-64-4095,Christopher Peterson,87,1,36222.08,86,0,True,False
888-28-6885,Olivia Hoffman,75,1,35261.6,14,3,False,True
802-24-9448,Amy Nolan,20,1,21182.91,33,2,False,False
662-25-7756,Amanda Rodriguez,74,0,29870.5,53,0,True,False
715-56-3872,Rebecca Johns,23,1,22099.76,53,1,False,False
795-58-3067,Jennifer Mcdaniel,84,0,36850.88,71,3,False,False
364-05-4195,Judith Nguyen,96,0,29358.51,99,0,True,False
256-36-5852,Abigail House,40,0,34478.01,26,1,True,False
888-31-9289,Rachel Mcconnell,63,1,34960.22,25,1,False,True
368-62-3913,Tiffany Glover,91,0,39696.71,48,1,True,True
870-26-8212,Jesus Perkins,52,0,39688.54,62,3,False,False
300-94-2940,Hunter Dodson,40,1,27770.6,98,1,True,False
483-26-0187,Nancy Jones,87,0,37680.4,58,2,False,False
308-84-5057,Vickie Anderson,84,1,25127.43,61,2,False,False
458-25-8057,John Anderson,79,0,26071.37,71,0,False,False
277-03-8482,Stephanie Smith,93,1,30119.59,20,2,True,True
256-91-9291,Aaron Walker,44,0,39209.38,19,3,False,True
519-66-3804,Glenn Cook,64,1,26138.48,100,0,False,False
616-30-4464,Ann Bryan,97,1,27388.84,54,3,True,False
529-90-8611,Krista Barry,79,0,22928.2,94,2,False,False
826-90-8907,Heather Sullivan,57,0,25153.4,86,1,False,False
606-84-6956,Michelle Phillips,62,0,26016.98,82,3,False,False
381-68-7846,Heather Horn,83,1,35657.56,99,0,True,False
031-67-5361,Jordan Roberts,92,1,35216.84,4,2,True,True
015-40-1248,Andrew Santana,100,0,37630.4,84,0,False,False
844-68-3987,Edward Pope,93,0,35761.78,87,0,False,False
659-71-1105,Ryan Kemp,54,0,36573.1,87,2,False,False
200-67-8111,Chad Beck,81,0,38447.9,81,0,False,False
034-88-5916,Rebecca Campbell,96,1,29729.9,87,0,True,False
718-76-5740,Debra Kelly,29,1,36583.38,40,2,False,False
861-42-9461,Gabriel Reed,63,1,35800.06,72,2,True,False
619-02-2216,John Hamilton,76,0,33444.87,13,3,True,True
189-32-9419,Angela Powers,42,0,38139.25,9,1,False,True
383-94-5101,Dr. Jessica Esparza,60,0,30693.93,45,3,True,False
360-70-9736,Theresa Rangel,34,0,22956.7,44,3,True,False
376-35-5306,Trevor Thompson,71,0,28152.02,56,0,True,False
473-17-5877,Brian Burns,78,1,33646.96,4,1,True,True
515-01-9789,Samantha Cobb,49,1,37722.78,15,1,False,True
037-98-4871,Dana Sparks,91,0,23516.74,2,2,True,True
789-84-9280,Kathleen Collier,24,0,29247.32,27,0,True,False
337-24-6977,David Rice,52,1,29597.59,50,0,True,False
872-57-1815,Marcus Davis,48,1,21052.36,59,1,True,False
709-25-2073,Angela Edwards,44,0,31491.09,29,3,True,False
706-60-2621,Taylor Garza,97,0,22582.16,25,3,True,True
002-70-0904,Alexis Johnson,35,0,25133.18,64,1,True,False
068-28-5227,Deborah Carr,26,1,24893.16,74,1,True,False
324-36-4516,Maria Hines,25,1,35526.23,33,3,False,False
246-75-6536,David Williams,100,0,31653.93,56,1,True,False
095-46-7836,Bethany Paul,21,0,20851.03,45,2,True,False
885-33-4718,Priscilla Turner,61,1,20119.82,100,2,True,False
239-66-7093,Sarah Valentine,63,1,22479.69,36,2,True,False
431-64-8665,Lisa Garcia,60,0,23206.15,6,2,True,True
275-28-2257,Michelle Munoz,40,1,27034.31,17,3,False,False
116-68-1883,Steven Chambers,54,1,28563.57,53,0,True,False
851-92-5546,Jillian Delacruz,40,0,24291.02,25,1,True,False
506-10-6525,Eric Wang,55,1,35971.76,22,1,False,True
533-95-8450,Vincent Rangel,47,0,37196.52,93,3,True,False
489-99-9318,Joshua Shields,57,0,26120.33,20,3,True,True
640-22-6747,Paula Thomas,75,1,39399.11,40,3,True,True
459-02-6122,Lisa Mayer,33,0,33711.82,25,2,True,False
729-83-8599,Travis Gibson,45,1,23738.42,47,1,True,False
609-44-7592,Blake Cook,60,1,37954.65,77,3,False,False
602-28-7651,Vickie Wilson,60,0,34816.18,53,1,False,False
804-65-1816,Jenny Gillespie,30,1,31821.07,47,0,False,False
841-75-7068,Charles Scott,51,1,25474.53,100,0,True,False
543-87-5265,Mary Koch,49,1,24001.65,83,1,True,False
803-17-0901,Stacy Rogers,44,1,37248.16,43,0,False,False
060-60-8457,Maria Fields,83,0,37217.7,13,2,True,True
831-25-6915,Jessica Elliott,43,0,37617.12,44,2,False,False
370-86-9391,Larry Kim,44,0,33067.42,19,0,False,True
581-86-4730,Angela Flores,97,1,22031.38,46,0,False,False
880-40-7600,Frank Owens,70,0,30568.96,97,2,True,False
157-73-6004,Kristin Harmon,63,0,35191.9,41,3,True,False
857-43-1144,Cindy Waters,23,1,22621.04,29,1,False,False
119-95-7485,Matthew Figueroa,62,0,25310.54,35,2,True,False
196-12-6682,Anthony Reed,79,1,34547.93,78,1,True,False
893-86-6368,Maria Glover,75,1,22026.17,49,0,True,False
591-29-5618,Kevin Knight,25,0,20656.22,76,0,False,False
483-88-1071,Reginald Martinez,84,0,27671.93,72,1,False,False
571-67-4013,Meghan Golden,91,1,33770.03,89,2,True,False
059-03-9506,Jeffrey Rivas,29,0,34186.71,98,1,False,False
829-78-8366,Anita Marshall,63,1,38868.86,18,1,True,True
144-17-7171,Adrian Robinson,46,1,23119.17,28,2,False,False
234-73-1130,Bailey Mcbride,44,1,23789.95,93,2,False,False
230-45-9715,Linda Parker,35,1,34271.25,12,2,True,True
651-18-6290,Leonard Durham,97,1,22493.55,84,1,True,False
786-79-4768,Jeffrey Adams,81,1,34652.7,16,3,False,True
617-05-6330,Alex Schmidt,52,1,37364.29,92,3,False,False
325-21-3775,Valerie Parks,42,1,35014.74,2,2,False,True
808-07-4980,Vanessa Long,58,1,35506.4,76,2,True,False
196-45-6470,Mr. Derek Carpenter Jr.,43,1,24802.86,4,2,False,True
084-11-7342,David Rivers,60,0,20507.61,87,0,False,False
181-24-2910,Elizabeth Simpson,66,1,24643.75,15,1,False,True
755-26-3429,Cody Brown,70,0,29131.75,23,0,False,True
248-20-7584,Lindsay Holland,23,1,23143.97,49,0,True,False
171-82-7802,Bryan Thompson,20,0,29369.47,74,1,False,False
107-44-7494,Miss Jennifer Smith,98,0,33505.48,74,1,True,False
812-70-5999,Gregory Shaw,83,1,22279.65,42,2,False,False
050-28-2203,Joseph Davis,22,0,25015.89,13,2,False,False
153-38-0141,Jeremy Jackson,76,1,26611.14,82,3,False,False
554-61-7097,Amber Parsons,21,1,31539.34,97,2,True,False
863-30-5928,Mark Day,51,0,38128.28,30,2,False,False
113-73-1786,Timothy Anderson,66,1,21755.94,93,3,False,False
703-63-1834,Jacob Spencer,70,1,32490.79,48,2,False,False
718-16-1755,Brenda Clay,74,1,26888.82,91,3,False,False
743-64-3254,Cathy Ruiz,91,0,33508.15,60,3,True,False
399-83-6093,Garrett Burton,70,1,29568.03,15,3,False,True
822-64-6816,Javier Williams,43,0,36859.55,11,1,True,True
697-99-2523,Kelsey Chapman,58,0,34696.22,61,0,True,False
713-53-5861,Victoria Pineda,34,1,28827.1,46,0,False,False
722-37-6220,Robert Cowan,41,1,30571.09,63,0,False,False
312-77-7102,Aaron Lyons,25,1,32664.42,73,3,False,False
487-36-9974,Christian Haynes,24,1,25622.35,92,0,False,False
326-86-1714,Ashley Henry,55,1,35581.93,90,0,False,False
412-29-5694,Whitney Ruiz,95,1,25898.39,90,0,False,False
021-88-6137,Trevor Valencia,35,0,20228.18,30,0,True,False
353-13-4482,Christine Valentine,97,0,20711.25,30,3,True,False
206-95-8379,Stephen Gibbs,51,0,36949.13,19,2,False,True
437-49-8758,Joshua Long,29,0,28363.97,99,0,False,False
407-13-1912,Kevin Hicks,89,1,23479.52,1,1,True,True
114-62-5611,Rachel Bauer,83,1,27579.43,34,0,False,False
688-90-6324,Marcus Abbott,35,1,36048.29,34,3,True,False
812-50-0945,Brian Hayes,27,0,20104.73,46,3,False,False
295-42-7783,Tammy Mayer,69,0,34169.73,88,0,True,False
763-48-3566,Samantha Salas,77,0,21845.12,43,3,False,False
001-29-2587,Edward Allen,48,1,27252.3,58,0,False,False
277-78-7639,William Decker,65,1,34127.59,6,0,True,True
731-97-9406,Stephanie Alexander,84,0,21824.33,71,2,True,False
057-26-1700,William Roberts,38,1,23053.84,8,2,True,True
642-52-9887,Dr. Julie Decker,25,0,23726.1,66,2,False,False
208-85-6026,Luis Fields,61,1,34801.08,67,2,True,False
291-72-5768,Jordan Black,89,0,23358.82,6,1,False,True
101-34-7360,Andre Rivera,73,0,29488.61,65,3,False,False
348-98-9210,Timothy Sherman,64,1,22530.64,82,2,True,False
221-35-6652,David Harris,100,0,34408.76,50,0,True,False
861-71-6174,Rachel Rivers,92,1,33063.28,2,1,False,True
330-84-6027,James Carter,53,0,31316.37,99,1,True,False
